Disease,Patient_Description
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Ami to ekdom kahil! Hotat khub durbol lage, buke tightness, kokhono kokhono thanda gham hoy. Hridspandan kemon jeno oniyomito hoy."
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Doctor sab, ami khub osusth. Buke byatha, kokhono kokhono matha ghura, hatahati korle byatha barhe. Eita ki heart attack-er lokkho?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Got tin din dhira buke chap, hate halka jhijhi dhore. Kokhono kokhono shash nite kosto hoy. Ami ki korb ekhon?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Buke tightness, nisshash nite kosto, kokhono kokhono byatha golar dike uthe. Hridspandan oniyomito, ami to khub panic kortesi doctor!"
Heart_Disease,"Hotat korei buk dhorfod, bahuta obosh hoye jai. Kokhono kokhono matha ghora ar vomi bhab. Eita kotota serious doctor?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor saheb, buke ki jeno chap diya rakhche! Hamp dhore asche, hate tan tan byatha. Ektu hatlei ghame vije jai."
Heart_Disease,"Doctor bhai, ektu kaj korlei buke tibro byatha, kokhono kokhono shash nite pari na. Byathata kandheo chhoriye, khub tension lagtesi."
Heart_Disease,"Doctor saheb, hotat buke dhoras kore byatha, kokhono kokhono gham ar matha ghura. Voy lagtesi, ekdom bhalo lagtesi na."
Heart_Disease,"Doctor saheb, got dui din dhira buke chap, kokhono kokhono byatha hate chhoriye. Hridspondan druto hoy, ami khub chintito."
Heart_Disease,"Doctor bhai, ektu hatahati korlei bukta dhorfod kore, byathata pith-e chhoriya jai. Kokhono kokhono shash nite kosto hoy."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Buker vetore kemon jeno tan tan kortese, kokhono kokhono byatha golar dike uthe ashe. Ghome jai, khub osusthi lage doctor."
Heart_Disease,"Doctor sab, sirri diye uthle hotat shashkoshto hoy, hate jhijhi dhore. Matha ghurtase, ami ekhon ki kormu?"
Heart_Disease,"Hay Allah! Hotat korei buke dhoras kore byatha, galay kemon jeno chap lage. Matha ghurtase, ami to khub voy paisi doctor!"
Heart_Disease,"Buke emon jwalapora kortese, jeno morich lagche! Byathata kandheo jai, kokhono kokhono vomi-vomi lage. Eita ki heart-er shomossha?"
Heart_Disease,"Buke jeno pathor chap diya rakhche! Hat-pa kape, kokhono kokhono gham hote thake. Amar ki hoise bole paren?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Doctor, khabarer pore buker moddhe tibro jwala, udgar, pet fola. Kokhono kokhono halka vomi bhab. Ami khub osusth bodh korsi."
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Buke osusthi, kokhono kokhono pet fola, vomi bhab. Jor 38°C. Eida ki shadharon samasya?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, khaowar por buke tibro jwala, kokhono kokhono pet fola. Majhe majhe vomi bhab hoy. Ami chintito."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,"Khaowar pore buke osusthi, majhe majhe udgar ar halka vomi bhab hoy. Ami khub osusth bodh korsi."
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, got du din dhira buke jwala kortese, majhe majhe udgar hoy. Pete osusthi lage. Eita ki Ambol?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Khaowar pore buke chap lage, kokhono kokhono vomi bhab hoy. Majhe majhe udgar hoy. Amar ki hoyese?"
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Buke halka jwala, majhe majhe udgar hoy, pete osusthi lage. Eita ki shadharon Ambol?"
Ambol,"Doctor, buke jwala kore, kokhono kokhono pet fola, osusthi lage. Jor 38.5°C. Eita kotota gurutoro?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
Ambol,"Doctor, khaowar pore pet fola, buke jwala kore. Majhe majhe udgar hoy. Eita kotota gurutoro?"
Ambol,"Doctor, khaowar pore buke halka jwala kore, kokhono kokhono pet fola. Vomi bhab hocche. Eita ki shadharon samasya?"
Ambol,Khaowar pore majhe majhe udgar ar buke tibro chap onubhob kori. Osusthi koyek ghonta thake. Amar ki kora uchit?
Ambol,"Kokhono kokhono halka vomi bhab, udgar, osusthi. Buker jwala kore. Eita ki Ambol?"
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Amar buke tibro jwala hoy, kokhono kokhono vomi bhab hoy. Khaowar pore osusthi lage. Ami chintito."
Ambol,"Got tin din dhira buke osusthi lage, kokhono kokhono vomi bhab hoy. Udgar hocche. Amar ki kora uchit?"
Ambol,"Khaowar pore osusthi lage, majhe majhe udgar hoy, halka jwala kore. Ami khub osusth-e achi. Eida ki gurutoro?"
